dt x z theta phi_a v_a new_xc new_d_theta phi_t v_t
0.0080 -2.7909 6.5031 -4.6630 0.3988 2.3987 1.2909 -6.2338 0.3990 2.3980
0.0080 -2.7917 6.5223 -4.6693 0.3988 2.3987 1.2917 -6.2401 0.3990 2.3980
0.0080 -2.7924 6.5415 -4.6756 0.3988 2.3987 1.2924 -6.2464 0.3990 2.3980
0.0080 -2.7930 6.5606 -4.6819 0.3988 2.3987 1.2930 -6.2527 0.3990 2.3980
0.0080 -2.7935 6.5798 -4.6883 0.3988 2.3987 1.2935 -6.2591 0.3990 2.3980
0.0080 -2.7938 6.5990 -4.6946 0.3988 2.3987 1.2938 -6.2654 0.3990 2.3980
0.0080 -2.7941 6.6182 -4.7009 0.3988 2.3987 1.2941 -6.2717 0.3990 2.3980
0.0080 -2.7942 6.6374 -4.7072 0.3988 2.3987 1.2942 -6.2780 0.3990 2.3980
0.0080 -2.7941 6.6566 -4.7135 0.3988 2.3987 1.2941 -6.2843 0.3990 2.3980
0.0080 -2.7940 6.6758 -4.7199 0.3988 2.3987 1.2940 -6.2906 0.3990 2.3980
0.0090 -2.7937 6.6974 -4.7270 0.3988 2.3987 1.2937 -6.2978 0.3990 2.3980
0.0080 -2.7933 6.7165 -4.7333 0.3988 2.3987 1.2933 -6.3041 0.3990 2.3980
0.0080 -2.7928 6.7357 -4.7396 0.3988 2.3987 1.2928 -6.3104 0.3990 2.3980
0.0080 -2.7921 6.7549 -4.7459 0.3988 2.3987 1.2921 -6.3167 0.3990 2.3980
0.0090 -2.7912 6.7765 -4.7530 0.3988 2.3986 1.2912 -6.3238 0.3990 2.3980
0.0080 -2.7903 6.7956 -4.7593 0.3988 2.3986 1.2903 -6.3301 0.3990 2.3980
0.0080 -2.7893 6.8148 -4.7657 0.3988 2.3986 1.2893 -6.3365 0.3990 2.3980
0.0080 -2.7882 6.8340 -4.7720 0.3988 2.3986 1.2882 -6.3428 0.3990 2.3980
0.0080 -2.7869 6.8531 -4.7783 0.3988 2.3986 1.2869 -6.3491 0.3990 2.3980
0.0080 -2.7855 6.8722 -4.7846 0.3988 2.3986 1.2855 -6.3554 0.3990 2.3980
0.0080 -2.7840 6.8914 -4.7909 0.3988 2.3986 1.2840 -6.3617 0.3990 2.3980
0.0080 -2.7824 6.9105 -4.7972 0.3988 2.3986 1.2824 -6.3680 0.3990 2.3980
0.0080 -2.7806 6.9296 -4.8036 0.3988 2.3986 1.2806 -6.3744 0.3990 2.3980
0.0100 -2.7783 6.9535 -4.8115 0.3988 2.3986 1.2783 -6.3823 0.3990 2.3980
0.0080 -2.7763 6.9726 -4.8178 0.3988 2.3986 1.2763 -6.3886 0.3990 2.3980
0.0080 -2.7741 6.9916 -4.8241 0.3988 2.3986 1.2741 -6.3949 0.3990 2.3980
0.0080 -2.7719 7.0107 -4.8304 0.3988 2.3986 1.2719 -6.4012 0.3990 2.3980
0.0080 -2.7695 7.0297 -4.8367 0.3988 2.3986 1.2695 -6.4075 0.3990 2.3980
0.0080 -2.7670 7.0487 -4.8431 0.3988 2.3986 1.2670 -6.4138 0.3990 2.3980
0.0080 -2.7644 7.0678 -4.8494 0.3988 2.3986 1.2644 -6.4202 0.3990 2.3980
0.0080 -2.7616 7.0867 -4.8557 0.3988 2.3986 1.2616 -6.4265 0.3990 2.3980
0.0080 -2.7588 7.1057 -4.8620 0.3988 2.3986 1.2588 -6.4328 0.3990 2.3980
0.0080 -2.7558 7.1247 -4.8683 0.3988 2.3986 1.2558 -6.4391 0.3990 2.3980
0.0080 -2.7527 7.1436 -4.8746 0.3988 2.3986 1.2527 -6.4454 0.3990 2.3980
0.0080 -2.7495 7.1625 -4.8810 0.3988 2.3986 1.2495 -6.4518 0.3990 2.3980
0.0080 -2.7461 7.1814 -4.8873 0.3988 2.3986 1.2461 -6.4581 0.3990 2.3980
0.0080 -2.7427 7.2003 -4.8936 0.3988 2.3986 1.2427 -6.4644 0.3990 2.3980
0.0080 -2.7391 7.2192 -4.8999 0.3988 2.3986 1.2391 -6.4707 0.3990 2.3980
0.0080 -2.7354 7.2380 -4.9062 0.3988 2.3986 1.2354 -6.4770 0.3990 2.3980
0.0080 -2.7316 7.2568 -4.9125 0.3988 2.3986 1.2316 -6.4833 0.3990 2.3980
0.0080 -2.7276 7.2756 -4.9189 0.3988 2.3986 1.2276 -6.4897 0.3990 2.3980
0.0080 -2.7236 7.2943 -4.9252 0.3988 2.3986 1.2236 -6.4960 0.3990 2.3980
0.0080 -2.7194 7.3131 -4.9315 0.3988 2.3986 1.2194 -6.5023 0.3990 2.3980
0.0080 -2.7151 7.3318 -4.9378 0.3988 2.3986 1.2151 -6.5086 0.3990 2.3980
0.0080 -2.7107 7.3504 -4.9441 0.3988 2.3986 1.2107 -6.5149 0.3990 2.3980
0.0080 -2.7062 7.3691 -4.9505 0.3988 2.3986 1.2062 -6.5212 0.3990 2.3980
0.0080 -2.7015 7.3877 -4.9568 0.3988 2.3986 1.2015 -6.5276 0.3990 2.3980
0.0080 -2.6968 7.4063 -4.9631 0.3988 2.3986 1.1968 -6.5339 0.3990 2.3980
0.0080 -2.6919 7.4248 -4.9694 0.3988 2.3986 1.1919 -6.5402 0.3990 2.3980
0.0080 -2.6869 7.4434 -4.9757 0.3988 2.3986 1.1869 -6.5465 0.3990 2.3980
0.0080 -2.6818 7.4619 -4.9820 0.3988 2.3986 1.1818 -6.5528 0.3990 2.3980
0.0080 -2.6766 7.4803 -4.9884 0.3988 2.3986 1.1766 -6.5592 0.3990 2.3980
0.0080 -2.6712 7.4988 -4.9947 0.3988 2.3986 1.1712 -6.5655 0.3990 2.3980
0.0080 -2.6658 7.5172 -5.0010 0.3988 2.3986 1.1658 -6.5718 0.3990 2.3980
0.0080 -2.6602 7.5355 -5.0073 0.3988 2.3986 1.1602 -6.5781 0.3990 2.3980
0.0080 -2.6545 7.5538 -5.0136 0.3988 2.3986 1.1545 -6.5844 0.3990 2.3980
0.0080 -2.6487 7.5721 -5.0199 0.3988 2.3986 1.1487 -6.5907 0.3990 2.3980
0.0080 -2.6428 7.5904 -5.0263 0.3988 2.3986 1.1428 -6.5971 0.3990 2.3980
0.0080 -2.6367 7.6086 -5.0326 0.3988 2.3986 1.1367 -6.6034 0.3990 2.3980
0.0080 -2.6306 7.6268 -5.0389 0.3988 2.3986 1.1306 -6.6097 0.3990 2.3980
0.0080 -2.6243 7.6449 -5.0452 0.3988 2.3986 1.1243 -6.6160 0.3990 2.3980
0.0080 -2.6179 7.6630 -5.0515 0.3988 2.3986 1.1179 -6.6223 0.3990 2.3980
0.0080 -2.6114 7.6811 -5.0579 0.3988 2.3986 1.1114 -6.6287 0.3990 2.3980
0.0080 -2.6048 7.6991 -5.0642 0.3988 2.3986 1.1048 -6.6350 0.3990 2.3980
0.0080 -2.5981 7.7170 -5.0705 0.3988 2.3986 1.0981 -6.6413 0.3990 2.3980
0.0080 -2.5912 7.7350 -5.0768 0.3988 2.3986 1.0912 -6.6476 0.3990 2.3980
0.0080 -2.5843 7.7529 -5.0831 0.3988 2.3986 1.0843 -6.6539 0.3990 2.3980
0.0080 -2.5772 7.7707 -5.0894 0.3988 2.3986 1.0772 -6.6602 0.3990 2.3980
0.0080 -2.5700 7.7885 -5.0958 0.3988 2.3986 1.0700 -6.6666 0.3990 2.3980
0.0080 -2.5628 7.8062 -5.1021 0.3988 2.3986 1.0628 -6.6729 0.3990 2.3980
0.0080 -2.5554 7.8239 -5.1084 0.3988 2.3986 1.0554 -6.6792 0.3990 2.3980
0.0080 -2.5478 7.8416 -5.1147 0.3988 2.3986 1.0478 -6.6855 0.3990 2.3980
0.0080 -2.5402 7.8592 -5.1210 0.3988 2.3986 1.0402 -6.6918 0.3990 2.3980
0.0080 -2.5325 7.8768 -5.1273 0.3988 2.3986 1.0325 -6.6981 0.3990 2.3980
0.0080 -2.5246 7.8943 -5.1337 0.3988 2.3986 1.0246 -6.7045 0.3990 2.3980
0.0080 -2.5167 7.9117 -5.1400 0.3988 2.3986 1.0167 -6.7108 0.3990 2.3980
0.0080 -2.5086 7.9292 -5.1463 0.3988 2.3986 1.0086 -6.7171 0.3990 2.3980
0.0080 -2.5004 7.9465 -5.1526 0.3988 2.3986 1.0004 -6.7234 0.3990 2.3980
0.0080 -2.4921 7.9638 -5.1589 0.3988 2.3986 0.9921 -6.7297 0.3990 2.3980
0.0080 -2.4837 7.9811 -5.1653 0.3988 2.3986 0.9837 -6.7361 0.3990 2.3980
0.0080 -2.4752 7.9983 -5.1716 0.3988 2.3986 0.9752 -6.7424 0.3990 2.3980
0.0080 -2.4666 8.0154 -5.1779 0.3988 2.3986 0.9666 -6.7487 0.3990 2.3980
0.0080 -2.4579 8.0325 -5.1842 0.3988 2.3986 0.9579 -6.7550 0.3990 2.3980
0.0080 -2.4491 8.0495 -5.1905 0.3988 2.3986 0.9491 -6.7613 0.3990 2.3980
0.0080 -2.4401 8.0665 -5.1968 0.3988 2.3986 0.9401 -6.7676 0.3990 2.3980
0.0080 -2.4311 8.0835 -5.2032 0.3988 2.3986 0.9311 -6.7740 0.3990 2.3980
0.0070 -2.4231 8.0982 -5.2087 0.3988 2.3986 0.9231 -6.7795 0.3990 2.3980
0.0090 -2.4127 8.1171 -5.2158 0.3988 2.3986 0.9127 -6.7866 0.3990 2.3980
0.0080 -2.4033 8.1339 -5.2221 0.3988 2.3986 0.9033 -6.7929 0.3990 2.3980
0.0080 -2.3939 8.1506 -5.2284 0.3988 2.3986 0.8939 -6.7992 0.3990 2.3980
0.0080 -2.3843 8.1672 -5.2347 0.3988 2.3986 0.8843 -6.8055 0.3990 2.3980
0.0080 -2.3746 8.1838 -5.2411 0.3988 2.3986 0.8746 -6.8119 0.3990 2.3980
0.0080 -2.3648 8.2003 -5.2474 0.3988 2.3986 0.8648 -6.8182 0.3990 2.3980
0.0070 -2.3562 8.2147 -5.2529 0.3988 2.3986 0.8562 -6.8237 0.3990 2.3980
0.0070 -2.3475 8.2290 -5.2584 0.3988 2.3986 0.8475 -6.8292 0.3990 2.3980
0.0070 -2.3387 8.2433 -5.2640 0.3988 2.3986 0.8387 -6.8348 0.3990 2.3980
0.0070 -2.3298 8.2576 -5.2695 0.3988 2.3986 0.8298 -6.8403 0.3990 2.3980
0.0070 -2.3208 8.2718 -5.2750 0.3988 2.3986 0.8208 -6.8458 0.3990 2.3980
0.0110 -2.3066 8.2940 -5.2837 0.3988 2.3986 0.8066 -6.8545 0.3990 2.3980
0.0070 -2.2974 8.3080 -5.2892 0.3988 2.3986 0.7974 -6.8600 0.3990 2.3980
0.0070 -2.2882 8.3221 -5.2948 0.3988 2.3986 0.7882 -6.8656 0.3990 2.3980
0.0070 -2.2789 8.3360 -5.3003 0.3988 2.3986 0.7789 -6.8711 0.3990 2.3980
0.0070 -2.2695 8.3500 -5.3058 0.3988 2.3986 0.7695 -6.8766 0.3990 2.3980
0.0070 -2.2600 8.3638 -5.3114 0.3988 2.3986 0.7600 -6.8821 0.3990 2.3980
0.0070 -2.2505 8.3776 -5.3169 0.3988 2.3986 0.7505 -6.8877 0.3990 2.3980
0.0070 -2.2408 8.3914 -5.3224 0.3988 2.3986 0.7408 -6.8932 0.3990 2.3980
0.0070 -2.2311 8.4051 -5.3279 0.3988 2.3986 0.7311 -6.8987 0.3990 2.3980
0.0070 -2.2214 8.4188 -5.3335 0.3988 2.3986 0.7214 -6.9043 0.3990 2.3980
0.0070 -2.2115 8.4324 -5.3390 0.3988 2.3986 0.7115 -6.9098 0.3990 2.3980
0.0080 -2.2002 8.4478 -5.3453 0.3988 2.3986 0.7002 -6.9161 0.3990 2.3980
0.0070 -2.1902 8.4613 -5.3508 0.3988 2.3986 0.6902 -6.9216 0.3990 2.3980
0.0070 -2.1801 8.4747 -5.3564 0.3988 2.3986 0.6801 -6.9272 0.3990 2.3980
0.0070 -2.1699 8.4881 -5.3619 0.3988 2.3986 0.6699 -6.9327 0.3990 2.3980
0.0070 -2.1597 8.5014 -5.3674 0.3988 2.3986 0.6597 -6.9382 0.3990 2.3980
0.0080 -2.1479 8.5166 -5.3737 0.3988 2.3986 0.6479 -6.9445 0.3990 2.3980
0.0080 -2.1360 8.5316 -5.3801 0.3988 2.3986 0.6360 -6.9509 0.3990 2.3980
0.0080 -2.1241 8.5466 -5.3864 0.3988 2.3986 0.6241 -6.9572 0.3990 2.3980
0.0080 -2.1120 8.5615 -5.3927 0.3988 2.3986 0.6120 -6.9635 0.3990 2.3980
0.0080 -2.0998 8.5764 -5.3990 0.3988 2.3986 0.5998 -6.9698 0.3990 2.3980
0.0080 -2.0876 8.5911 -5.4053 0.3988 2.3986 0.5876 -6.9761 0.3990 2.3980
0.0080 -2.0752 8.6058 -5.4116 0.3988 2.3986 0.5752 -6.9824 0.3990 2.3980
0.0080 -2.0628 8.6204 -5.4180 0.3988 2.3986 0.5628 -6.9888 0.3990 2.3980
0.0080 -2.0503 8.6350 -5.4243 0.3988 2.3986 0.5503 -6.9951 0.3990 2.3980
0.0080 -2.0376 8.6494 -5.4306 0.3988 2.3986 0.5376 -7.0014 0.3990 2.3980
0.0080 -2.0249 8.6638 -5.4369 0.3988 2.3986 0.5249 -7.0077 0.3990 2.3980
0.0080 -2.0121 8.6781 -5.4432 0.3988 2.3986 0.5121 -7.0140 0.3990 2.3980
0.0080 -1.9992 8.6923 -5.4496 0.3988 2.3986 0.4992 -7.0203 0.3990 2.3980
0.0080 -1.9862 8.7064 -5.4559 0.3988 2.3986 0.4862 -7.0267 0.3990 2.3980
0.0080 -1.9731 8.7205 -5.4622 0.3988 2.3986 0.4731 -7.0330 0.3990 2.3980
0.0080 -1.9600 8.7344 -5.4685 0.3988 2.3986 0.4600 -7.0393 0.3990 2.3980
0.0080 -1.9467 8.7483 -5.4748 0.3988 2.3986 0.4467 -7.0456 0.3990 2.3980
0.0080 -1.9334 8.7621 -5.4811 0.3988 2.3986 0.4334 -7.0519 0.3990 2.3980
0.0080 -1.9199 8.7758 -5.4875 0.3988 2.3986 0.4199 -7.0583 0.3990 2.3980
0.0080 -1.9064 8.7894 -5.4938 0.3988 2.3986 0.4064 -7.0646 0.3990 2.3980
0.0080 -1.8928 8.8029 -5.5001 0.3988 2.3986 0.3928 -7.0709 0.3990 2.3980
0.0080 -1.8791 8.8164 -5.5064 0.3988 2.3986 0.3791 -7.0772 0.3990 2.3980
0.0080 -1.8654 8.8298 -5.5127 0.3988 2.3986 0.3654 -7.0835 0.3990 2.3980
0.0080 -1.8515 8.8430 -5.5190 0.3988 2.3986 0.3515 -7.0898 0.3990 2.3980
0.0080 -1.8376 8.8562 -5.5254 0.3988 2.3986 0.3376 -7.0962 0.3990 2.3980
0.0080 -1.8236 8.8693 -5.5317 0.3988 2.3986 0.3236 -7.1025 0.3990 2.3980
0.0090 -1.8077 8.8840 -5.5388 0.3988 2.3986 0.3077 -7.1096 0.3990 2.3980
0.0080 -1.7935 8.8969 -5.5451 0.3988 2.3986 0.2935 -7.1159 0.3990 2.3980
0.0080 -1.7792 8.9097 -5.5514 0.3988 2.3986 0.2792 -7.1222 0.3990 2.3980
0.0080 -1.7649 8.9224 -5.5577 0.3988 2.3986 0.2649 -7.1285 0.3990 2.3980
0.0090 -1.7486 8.9366 -5.5648 0.3988 2.3986 0.2486 -7.1356 0.3990 2.3980
0.0080 -1.7341 8.9492 -5.5712 0.3988 2.3986 0.2341 -7.1420 0.3990 2.3980
0.0080 -1.7195 8.9616 -5.5775 0.3988 2.3986 0.2195 -7.1483 0.3990 2.3980
0.0080 -1.7048 8.9740 -5.5838 0.3988 2.3986 0.2048 -7.1546 0.3990 2.3980
0.0080 -1.6900 8.9862 -5.5901 0.3988 2.3986 0.1900 -7.1609 0.3990 2.3980
0.0080 -1.6752 8.9984 -5.5964 0.3988 2.3986 0.1752 -7.1672 0.3990 2.3980
0.0080 -1.6603 9.0105 -5.6028 0.3988 2.3986 0.1603 -7.1736 0.3990 2.3980
0.0080 -1.6453 9.0224 -5.6091 0.3988 2.3986 0.1453 -7.1799 0.3990 2.3980
0.0080 -1.6302 9.0343 -5.6154 0.3988 2.3986 0.1302 -7.1862 0.3990 2.3980
0.0080 -1.6151 9.0461 -5.6217 0.3988 2.3986 0.1151 -7.1925 0.3990 2.3980
0.0080 -1.5999 9.0578 -5.6280 0.3988 2.3986 0.0999 -7.1988 0.3990 2.3980
0.0080 -1.5846 9.0694 -5.6343 0.3988 2.3986 0.0846 -7.2051 0.3990 2.3980
0.0080 -1.5692 9.0809 -5.6407 0.3988 2.3986 0.0692 -7.2115 0.3990 2.3980
0.0080 -1.5538 9.0923 -5.6470 0.3988 2.3986 0.0538 -7.2178 0.3990 2.3980
0.0080 -1.5383 9.1036 -5.6533 0.3988 2.3986 0.0383 -7.2241 0.3990 2.3980
0.0080 -1.5227 9.1148 -5.6596 0.3988 2.3986 0.0227 -7.2304 0.3990 2.3980
0.0080 -1.5070 9.1259 -5.6659 0.3988 2.3986 0.0070 -7.2367 0.3990 2.3980
0.0080 -1.4913 9.1369 -5.6723 0.3988 2.3986 -0.0087 -7.2430 0.3990 2.3980
0.0080 -1.4755 9.1478 -5.6786 0.3988 2.3986 -0.0245 -7.2494 0.3990 2.3980
0.0080 -1.4597 9.1586 -5.6849 0.3988 2.3986 -0.0403 -7.2557 0.3990 2.3980
0.0080 -1.4438 9.1693 -5.6912 0.3988 2.3986 -0.0562 -7.2620 0.3990 2.3980
0.0080 -1.4278 9.1799 -5.6975 0.3988 2.3986 -0.0722 -7.2683 0.3990 2.3980
0.0080 -1.4117 9.1905 -5.7038 0.3988 2.3986 -0.0883 -7.2746 0.3990 2.3980
0.0080 -1.3956 9.2009 -5.7102 0.3988 2.3986 -0.1044 -7.2810 0.3990 2.3980
0.0080 -1.3794 9.2112 -5.7165 0.3988 2.3986 -0.1206 -7.2873 0.3990 2.3980
0.0080 -1.3631 9.2214 -5.7228 0.3988 2.3986 -0.1369 -7.2936 0.3990 2.3980
0.0080 -1.3468 9.2315 -5.7291 0.3988 2.3986 -0.1532 -7.2999 0.3990 2.3980
0.0080 -1.3304 9.2414 -5.7354 0.3988 2.3986 -0.1696 -7.3062 0.3990 2.3980
0.0080 -1.3140 9.2513 -5.7417 0.3988 2.3986 -0.1860 -7.3125 0.3990 2.3980
0.0080 -1.2975 9.2611 -5.7481 0.3988 2.3986 -0.2025 -7.3189 0.3990 2.3980
0.0080 -1.2809 9.2708 -5.7544 0.3988 2.3986 -0.2191 -7.3252 0.3990 2.3980
0.0080 -1.2643 9.2804 -5.7607 0.3988 2.3986 -0.2357 -7.3315 0.3990 2.3980
0.0080 -1.2476 9.2898 -5.7670 0.3988 2.3986 -0.2524 -7.3378 0.3990 2.3980
0.0080 -1.2309 9.2992 -5.7733 0.3988 2.3986 -0.2691 -7.3441 0.3990 2.3980
0.0080 -1.2141 9.3085 -5.7797 0.3988 2.3986 -0.2859 -7.3504 0.3990 2.3980
0.0080 -1.1972 9.3176 -5.7860 0.3988 2.3986 -0.3028 -7.3568 0.3990 2.3980
0.0080 -1.1803 9.3267 -5.7923 0.3988 2.3986 -0.3197 -7.3631 0.3990 2.3980
0.0080 -1.1633 9.3356 -5.7986 0.3988 2.3986 -0.3367 -7.3694 0.3990 2.3980
0.0080 -1.1463 9.3444 -5.8049 0.3988 2.3986 -0.3537 -7.3757 0.3990 2.3980
0.0080 -1.1292 9.3532 -5.8112 0.3988 2.3986 -0.3708 -7.3820 0.3990 2.3980
0.0080 -1.1120 9.3618 -5.8176 0.3988 2.3986 -0.3880 -7.3884 0.3990 2.3980
0.0080 -1.0948 9.3703 -5.8239 0.3988 2.3986 -0.4052 -7.3947 0.3990 2.3980
0.0080 -1.0776 9.3787 -5.8302 0.3988 2.3986 -0.4224 -7.4010 0.3990 2.3980
0.0080 -1.0603 9.3870 -5.8365 0.3988 2.3986 -0.4397 -7.4073 0.3990 2.3980
0.0080 -1.0429 9.3952 -5.8428 0.3988 2.3986 -0.4571 -7.4136 0.3990 2.3980
0.0080 -1.0255 9.4032 -5.8491 0.3988 2.3986 -0.4745 -7.4199 0.3990 2.3980
0.0080 -1.0080 9.4112 -5.8555 0.3988 2.3986 -0.4920 -7.4263 0.3990 2.3980
0.0080 -0.9905 9.4190 -5.8618 0.3988 2.3986 -0.5095 -7.4326 0.3990 2.3980
0.0080 -0.9730 9.4268 -5.8681 0.3988 2.3986 -0.5270 -7.4389 0.3990 2.3980
0.0080 -0.9553 9.4344 -5.8744 0.3988 2.3986 -0.5447 -7.4452 0.3990 2.3980
0.0080 -0.9377 9.4419 -5.8807 0.3988 2.3986 -0.5623 -7.4515 0.3990 2.3980
0.0080 -0.9200 9.4493 -5.8871 0.3988 2.3986 -0.5800 -7.4579 0.3990 2.3980
0.0080 -0.9022 9.4566 -5.8934 0.3988 2.3986 -0.5978 -7.4642 0.3990 2.3980
0.0080 -0.8844 9.4638 -5.8997 0.3988 2.3986 -0.6156 -7.4705 0.3990 2.3980
0.0080 -0.8666 9.4709 -5.9060 0.3988 2.3986 -0.6334 -7.4768 0.3990 2.3980
0.0080 -0.8487 9.4778 -5.9123 0.3988 2.3986 -0.6513 -7.4831 0.3990 2.3980
0.0080 -0.8308 9.4847 -5.9186 0.3988 2.3986 -0.6692 -7.4894 0.3990 2.3980
0.0080 -0.8128 9.4914 -5.9250 0.3988 2.3986 -0.6872 -7.4958 0.3990 2.3980
0.0080 -0.7948 9.4980 -5.9313 0.3988 2.3986 -0.7052 -7.5021 0.3990 2.3980
0.0080 -0.7768 9.5045 -5.9376 0.3988 2.3986 -0.7232 -7.5084 0.3990 2.3980
0.0090 -0.7564 9.5117 -5.9447 0.3988 2.3986 -0.7436 -7.5155 0.3990 2.3980
0.0080 -0.7383 9.5179 -5.9510 0.3988 2.3986 -0.7617 -7.5218 0.3990 2.3980
0.0080 -0.7201 9.5241 -5.9573 0.3988 2.3986 -0.7799 -7.5281 0.3990 2.3980
0.0080 -0.7019 9.5301 -5.9637 0.3988 2.3986 -0.7981 -7.5345 0.3990 2.3980
0.0080 -0.6836 9.5360 -5.9700 0.3988 2.3986 -0.8164 -7.5408 0.3990 2.3980
0.0080 -0.6653 9.5418 -5.9763 0.3988 2.3986 -0.8347 -7.5471 0.3990 2.3980
0.0080 -0.6470 9.5475 -5.9826 0.3988 2.3986 -0.8530 -7.5534 0.3990 2.3980
0.0080 -0.6286 9.5530 -5.9889 0.3988 2.3986 -0.8714 -7.5597 0.3990 2.3980
0.0080 -0.6102 9.5585 -5.9952 0.3988 2.3986 -0.8898 -7.5660 0.3990 2.3980
0.0080 -0.5918 9.5638 -6.0016 0.3988 2.3986 -0.9082 -7.5724 0.3990 2.3980
0.0080 -0.5733 9.5690 -6.0079 0.3988 2.3986 -0.9267 -7.5787 0.3990 2.3980
0.0080 -0.5548 9.5741 -6.0142 0.3988 2.3986 -0.9452 -7.5850 0.3990 2.3980
0.0080 -0.5363 9.5791 -6.0205 0.3988 2.3986 -0.9637 -7.5913 0.3990 2.3980
0.0080 -0.5177 9.5840 -6.0268 0.3988 2.3986 -0.9823 -7.5976 0.3990 2.3980
0.0080 -0.4991 9.5887 -6.0332 0.3988 2.3986 -1.0009 -7.6039 0.3990 2.3980
0.0080 -0.4805 9.5934 -6.0395 0.3988 2.3986 -1.0195 -7.6103 0.3990 2.3980
0.0080 -0.4619 9.5979 -6.0458 0.3988 2.3986 -1.0381 -7.6166 0.3990 2.3980
0.0080 -0.4432 9.6023 -6.0521 0.3988 2.3986 -1.0568 -7.6229 0.3990 2.3980
0.0080 -0.4245 9.6066 -6.0584 0.3988 2.3986 -1.0755 -7.6292 0.3990 2.3980
0.0080 -0.4057 9.6107 -6.0647 0.3988 2.3986 -1.0943 -7.6355 0.3990 2.3980
0.0080 -0.3870 9.6148 -6.0711 0.3988 2.3986 -1.1130 -7.6419 0.3990 2.3980
0.0080 -0.3682 9.6187 -6.0774 0.3988 2.3986 -1.1318 -7.6482 0.3990 2.3980
0.0080 -0.3494 9.6225 -6.0837 0.3988 2.3986 -1.1506 -7.6545 0.3990 2.3980
0.0080 -0.3306 9.6262 -6.0900 0.3988 2.3986 -1.1694 -7.6608 0.3990 2.3980
0.0080 -0.3117 9.6297 -6.0963 0.3988 2.3986 -1.1883 -7.6671 0.3990 2.3980
0.0080 -0.2928 9.6332 -6.1026 0.3988 2.3986 -1.2072 -7.6734 0.3990 2.3980
0.0080 -0.2739 9.6365 -6.1090 0.3988 2.3986 -1.2261 -7.6798 0.3990 2.3980
0.0080 -0.2550 9.6397 -6.1153 0.3988 2.3986 -1.2450 -7.6861 0.3990 2.3980
0.0080 -0.2361 9.6428 -6.1216 0.3988 2.3986 -1.2639 -7.6924 0.3990 2.3980
0.0080 -0.2171 9.6458 -6.1279 0.3988 2.3986 -1.2829 -7.6987 0.3990 2.3980
0.0100 -0.1934 9.6493 -6.1358 0.3988 2.3986 -1.3066 -7.7066 0.3990 2.3980
0.0080 -0.1744 9.6520 -6.1421 0.3988 2.3986 -1.3256 -7.7129 0.3990 2.3980
0.0080 -0.1554 9.6546 -6.1485 0.3988 2.3986 -1.3446 -7.7192 0.3990 2.3980
0.0080 -0.1363 9.6570 -6.1548 0.3988 2.3986 -1.3637 -7.7256 0.3990 2.3980
0.0080 -0.1173 9.6593 -6.1611 0.3988 2.3986 -1.3827 -7.7319 0.3990 2.3980
0.0080 -0.0982 9.6616 -6.1674 0.3988 2.3986 -1.4018 -7.7382 0.3990 2.3980
0.0080 -0.0792 9.6637 -6.1737 0.3988 2.3986 -1.4208 -7.7445 0.3990 2.3980
0.0080 -0.0601 9.6656 -6.1800 0.3988 2.3986 -1.4399 -7.7508 0.3990 2.3980
0.0080 -0.0410 9.6675 -6.1864 0.3988 2.3986 -1.4590 -7.7572 0.3990 2.3980
0.0080 -0.0219 9.6692 -6.1927 0.3988 2.3986 -1.4781 -7.7635 0.3990 2.3980
0.0080 -0.0027 9.6708 -6.1990 0.3988 2.3986 -1.4973 -7.7698 0.3990 2.3980
0.0070 0.0140 9.6722 -6.2045 0.3988 2.3986 -1.5140 -7.7753 0.3990 2.3980
0.0080 0.0331 9.6735 -6.2108 0.3988 2.3986 -1.5331 -7.7816 0.3990 2.3980
0.0190 0.0786 9.6762 -6.2258 0.3988 2.3986 -1.5786 -7.7966 0.3990 2.3980
0.0080 0.0978 9.6771 -6.2322 0.3988 2.3986 -1.5978 -7.8030 0.3990 2.3980
0.0080 0.1170 9.6780 -6.2385 0.3988 2.3986 -1.6170 -7.8093 0.3990 2.3980
0.0080 0.1361 9.6787 -6.2448 0.3988 2.3986 -1.6361 -7.8156 0.3990 2.3980
0.0080 0.1553 9.6793 -6.2511 0.3988 2.3986 -1.6553 -7.8219 0.3990 2.3980
0.0080 0.1745 9.6798 -6.2574 0.3988 2.3986 -1.6745 -7.8282 0.3990 2.3980
0.0080 0.1937 9.6802 -6.2638 0.3988 2.3986 -1.6937 -7.8345 0.3990 2.3980
0.0080 0.2129 9.6805 -6.2701 0.3988 2.3986 -1.7129 -7.8409 0.3990 2.3980
0.0080 0.2321 9.6806 -6.2764 0.3988 2.3986 -1.7321 -7.8472 0.3990 2.3980
0.0080 0.2513 9.6806 -6.2827 0.3988 2.3986 -1.7513 -7.8535 0.3990 2.3980
0.0080 0.2704 9.6805 -6.2890 0.3988 2.3986 -1.7704 -7.8598 0.3990 2.3980
0.0080 0.2896 9.6803 -6.2953 0.3988 2.3986 -1.7896 -7.8661 0.3990 2.3980
0.0080 0.3088 9.6799 -6.3017 0.3988 2.3986 -1.8088 -7.8725 0.3990 2.3980
0.0080 0.3280 9.6794 -6.3080 0.3988 2.3986 -1.8280 -7.8788 0.3990 2.3980
