dt x z theta phi_a v_a new_xc new_d_theta phi_t v_t
0.0090 0.2279 3.6055 -9.4258 0.3988 2.3986 -1.7279 -10.9966 0.3990 2.3980
0.0090 0.2063 3.6057 -9.4329 0.3988 2.3986 -1.7063 -11.0037 0.3990 2.3980
0.0090 0.1847 3.6060 -9.4400 0.3988 2.3986 -1.6847 -11.0108 0.3990 2.3980
0.0090 0.1631 3.6065 -9.4471 0.3988 2.3986 -1.6631 -11.0179 0.3990 2.3980
0.0090 0.1415 3.6072 -9.4542 0.3988 2.3986 -1.6415 -11.0250 0.3990 2.3980
0.0090 0.1200 3.6080 -9.4613 0.3988 2.3986 -1.6200 -11.0321 0.3990 2.3980
0.0090 0.0984 3.6089 -9.4684 0.3988 2.3986 -1.5984 -11.0392 0.3990 2.3980
0.0090 0.0768 3.6100 -9.4756 0.3988 2.3986 -1.5768 -11.0464 0.3990 2.3980
0.0090 0.0553 3.6112 -9.4827 0.3988 2.3986 -1.5553 -11.0535 0.3990 2.3980
0.0090 0.0337 3.6126 -9.4898 0.3988 2.3986 -1.5337 -11.0606 0.3990 2.3980
0.0090 0.0122 3.6142 -9.4969 0.3988 2.3986 -1.5122 -11.0677 0.3990 2.3980
0.0090 -0.0093 3.6159 -9.5040 0.3988 2.3986 -1.4907 -11.0748 0.3990 2.3980
0.0090 -0.0308 3.6178 -9.5111 0.3988 2.3986 -1.4692 -11.0819 0.3990 2.3980
0.0090 -0.0523 3.6198 -9.5182 0.3988 2.3986 -1.4477 -11.0890 0.3990 2.3980
0.0090 -0.0738 3.6219 -9.5253 0.3988 2.3986 -1.4262 -11.0961 0.3990 2.3980
0.0090 -0.0953 3.6243 -9.5324 0.3988 2.3986 -1.4047 -11.1032 0.3990 2.3980
0.0100 -0.1191 3.6270 -9.5403 0.3988 2.3986 -1.3809 -11.1111 0.3990 2.3980
0.0130 -0.1500 3.6309 -9.5506 0.3988 2.3986 -1.3500 -11.1214 0.3990 2.3980
0.0070 -0.1667 3.6331 -9.5561 0.3988 2.3986 -1.3333 -11.1269 0.3990 2.3980
0.0080 -0.1857 3.6358 -9.5624 0.3988 2.3986 -1.3143 -11.1332 0.3990 2.3980
0.0070 -0.2023 3.6382 -9.5680 0.3988 2.3986 -1.2977 -11.1387 0.3990 2.3980
0.0070 -0.2189 3.6407 -9.5735 0.3988 2.3986 -1.2811 -11.1443 0.3990 2.3980
0.0070 -0.2355 3.6432 -9.5790 0.3988 2.3986 -1.2645 -11.1498 0.3990 2.3980
0.0100 -0.2592 3.6471 -9.5869 0.3988 2.3986 -1.2408 -11.1577 0.3990 2.3980
0.0070 -0.2757 3.6499 -9.5924 0.3988 2.3986 -1.2243 -11.1632 0.3990 2.3980
0.0070 -0.2922 3.6528 -9.5980 0.3988 2.3986 -1.2078 -11.1688 0.3990 2.3980
0.0070 -0.3088 3.6558 -9.6035 0.3988 2.3986 -1.1912 -11.1743 0.3990 2.3980
0.0070 -0.3253 3.6589 -9.6090 0.3988 2.3986 -1.1747 -11.1798 0.3990 2.3980
0.0070 -0.3418 3.6620 -9.6145 0.3988 2.3986 -1.1582 -11.1853 0.3990 2.3980
0.0070 -0.3582 3.6653 -9.6201 0.3988 2.3986 -1.1418 -11.1909 0.3990 2.3980
0.0070 -0.3747 3.6686 -9.6256 0.3988 2.3986 -1.1253 -11.1964 0.3990 2.3980
0.0070 -0.3911 3.6721 -9.6311 0.3988 2.3986 -1.1089 -11.2019 0.3990 2.3980
0.0070 -0.4075 3.6756 -9.6367 0.3988 2.3986 -1.0925 -11.2075 0.3990 2.3980
0.0070 -0.4239 3.6792 -9.6422 0.3988 2.3986 -1.0761 -11.2130 0.3990 2.3980
0.0070 -0.4403 3.6829 -9.6477 0.3988 2.3986 -1.0597 -11.2185 0.3990 2.3980
0.0070 -0.4567 3.6867 -9.6532 0.3988 2.3986 -1.0433 -11.2240 0.3990 2.3980
0.0070 -0.4730 3.6906 -9.6588 0.3988 2.3986 -1.0270 -11.2296 0.3990 2.3980
0.0070 -0.4893 3.6946 -9.6643 0.3988 2.3986 -1.0107 -11.2351 0.3990 2.3980
0.0070 -0.5056 3.6987 -9.6698 0.3988 2.3986 -0.9944 -11.2406 0.3990 2.3980
0.0080 -0.5242 3.7035 -9.6761 0.3988 2.3986 -0.9758 -11.2469 0.3990 2.3980
0.0080 -0.5427 3.7084 -9.6825 0.3988 2.3986 -0.9573 -11.2533 0.3990 2.3980
0.0080 -0.5613 3.7134 -9.6888 0.3988 2.3986 -0.9387 -11.2596 0.3990 2.3980
0.0080 -0.5798 3.7185 -9.6951 0.3988 2.3986 -0.9202 -11.2659 0.3990 2.3980
0.0080 -0.5982 3.7237 -9.7014 0.3988 2.3986 -0.9018 -11.2722 0.3990 2.3980
0.0080 -0.6166 3.7291 -9.7077 0.3988 2.3986 -0.8834 -11.2785 0.3990 2.3980
0.0080 -0.6350 3.7346 -9.7141 0.3988 2.3986 -0.8650 -11.2848 0.3990 2.3980
0.0080 -0.6534 3.7402 -9.7204 0.3988 2.3986 -0.8466 -11.2912 0.3990 2.3980
0.0080 -0.6717 3.7459 -9.7267 0.3988 2.3986 -0.8283 -11.2975 0.3990 2.3980
0.0080 -0.6900 3.7517 -9.7330 0.3988 2.3986 -0.8100 -11.3038 0.3990 2.3980
0.0080 -0.7082 3.7576 -9.7393 0.3988 2.3986 -0.7918 -11.3101 0.3990 2.3980
0.0080 -0.7264 3.7637 -9.7456 0.3988 2.3986 -0.7736 -11.3164 0.3990 2.3980
0.0080 -0.7446 3.7698 -9.7520 0.3988 2.3986 -0.7554 -11.3228 0.3990 2.3980
0.0080 -0.7627 3.7761 -9.7583 0.3988 2.3986 -0.7373 -11.3291 0.3990 2.3980
0.0080 -0.7808 3.7825 -9.7646 0.3988 2.3986 -0.7192 -11.3354 0.3990 2.3980
0.0080 -0.7989 3.7890 -9.7709 0.3988 2.3986 -0.7011 -11.3417 0.3990 2.3980
0.0080 -0.8169 3.7956 -9.7772 0.3988 2.3986 -0.6831 -11.3480 0.3990 2.3980
0.0080 -0.8349 3.8024 -9.7835 0.3988 2.3986 -0.6651 -11.3543 0.3990 2.3980
0.0080 -0.8528 3.8092 -9.7899 0.3988 2.3986 -0.6472 -11.3607 0.3990 2.3980
0.0080 -0.8707 3.8162 -9.7962 0.3988 2.3986 -0.6293 -11.3670 0.3990 2.3980
0.0080 -0.8885 3.8233 -9.8025 0.3988 2.3986 -0.6115 -11.3733 0.3990 2.3980
0.0080 -0.9063 3.8305 -9.8088 0.3988 2.3986 -0.5937 -11.3796 0.3990 2.3980
0.0080 -0.9240 3.8378 -9.8151 0.3988 2.3986 -0.5760 -11.3859 0.3990 2.3980
0.0080 -0.9417 3.8452 -9.8215 0.3988 2.3986 -0.5583 -11.3922 0.3990 2.3980
0.0080 -0.9594 3.8527 -9.8278 0.3988 2.3986 -0.5406 -11.3986 0.3990 2.3980
0.0080 -0.9770 3.8603 -9.8341 0.3988 2.3986 -0.5230 -11.4049 0.3990 2.3980
0.0080 -0.9946 3.8681 -9.8404 0.3988 2.3986 -0.5054 -11.4112 0.3990 2.3980
0.0080 -1.0121 3.8760 -9.8467 0.3988 2.3986 -0.4879 -11.4175 0.3990 2.3980
0.0080 -1.0295 3.8839 -9.8530 0.3988 2.3986 -0.4705 -11.4238 0.3990 2.3980
0.0080 -1.0469 3.8920 -9.8594 0.3988 2.3986 -0.4531 -11.4302 0.3990 2.3980
0.0080 -1.0643 3.9002 -9.8657 0.3988 2.3986 -0.4357 -11.4365 0.3990 2.3980
0.0080 -1.0816 3.9085 -9.8720 0.3988 2.3986 -0.4184 -11.4428 0.3990 2.3980
0.0080 -1.0988 3.9169 -9.8783 0.3988 2.3986 -0.4012 -11.4491 0.3990 2.3980
0.0080 -1.1160 3.9254 -9.8846 0.3988 2.3986 -0.3840 -11.4554 0.3990 2.3980
0.0080 -1.1332 3.9340 -9.8909 0.3988 2.3986 -0.3668 -11.4617 0.3990 2.3980
0.0080 -1.1503 3.9428 -9.8973 0.3988 2.3986 -0.3497 -11.4681 0.3990 2.3980
0.0080 -1.1673 3.9516 -9.9036 0.3988 2.3986 -0.3327 -11.4744 0.3990 2.3980
0.0080 -1.1843 3.9606 -9.9099 0.3988 2.3986 -0.3157 -11.4807 0.3990 2.3980
0.0080 -1.2012 3.9696 -9.9162 0.3988 2.3986 -0.2988 -11.4870 0.3990 2.3980
0.0080 -1.2180 3.9788 -9.9225 0.3988 2.3986 -0.2820 -11.4933 0.3990 2.3980
0.0080 -1.2348 3.9880 -9.9289 0.3988 2.3986 -0.2652 -11.4997 0.3990 2.3980
0.0080 -1.2516 3.9974 -9.9352 0.3988 2.3986 -0.2484 -11.5060 0.3990 2.3980
0.0080 -1.2683 4.0069 -9.9415 0.3988 2.3986 -0.2317 -11.5123 0.3990 2.3980
0.0080 -1.2849 4.0165 -9.9478 0.3988 2.3986 -0.2151 -11.5186 0.3990 2.3980
0.0080 -1.3014 4.0262 -9.9541 0.3988 2.3986 -0.1986 -11.5249 0.3990 2.3980
0.0070 -1.3159 4.0347 -9.9597 0.3988 2.3986 -0.1841 -11.5305 0.3990 2.3980
0.0080 -1.3323 4.0446 -9.9660 0.3988 2.3986 -0.1677 -11.5368 0.3990 2.3980
0.0080 -1.3487 4.0546 -9.9723 0.3988 2.3986 -0.1513 -11.5431 0.3990 2.3980
0.0080 -1.3650 4.0647 -9.9786 0.3988 2.3986 -0.1350 -11.5494 0.3990 2.3980
0.0080 -1.3813 4.0749 -9.9849 0.3988 2.3986 -0.1187 -11.5557 0.3990 2.3980
0.0080 -1.3975 4.0852 -9.9912 0.3988 2.3986 -0.1025 -11.5620 0.3990 2.3980
0.0080 -1.4136 4.0956 -9.9976 0.3988 2.3986 -0.0864 -11.5684 0.3990 2.3980
0.0080 -1.4297 4.1061 -10.0039 0.3988 2.3986 -0.0703 -11.5747 0.3990 2.3980
0.0080 -1.4457 4.1167 -10.0102 0.3988 2.3986 -0.0543 -11.5810 0.3990 2.3980
0.0080 -1.4616 4.1274 -10.0165 0.3988 2.3986 -0.0384 -11.5873 0.3990 2.3980
0.0080 -1.4775 4.1382 -10.0228 0.3988 2.3986 -0.0225 -11.5936 0.3990 2.3980
0.0080 -1.4932 4.1491 -10.0291 0.3988 2.3986 -0.0068 -11.5999 0.3990 2.3980
0.0080 -1.5090 4.1601 -10.0355 0.3988 2.3986 0.0090 -11.6063 0.3990 2.3980
0.0080 -1.5246 4.1712 -10.0418 0.3988 2.3986 0.0246 -11.6126 0.3990 2.3980
0.0080 -1.5402 4.1824 -10.0481 0.3988 2.3986 0.0402 -11.6189 0.3990 2.3980
0.0080 -1.5557 4.1937 -10.0544 0.3988 2.3986 0.0557 -11.6252 0.3990 2.3980
0.0080 -1.5711 4.2051 -10.0607 0.3988 2.3986 0.0711 -11.6315 0.3990 2.3980
0.0080 -1.5865 4.2166 -10.0671 0.3988 2.3986 0.0865 -11.6379 0.3990 2.3980
0.0080 -1.6018 4.2282 -10.0734 0.3988 2.3986 0.1018 -11.6442 0.3990 2.3980
0.0080 -1.6170 4.2399 -10.0797 0.3988 2.3986 0.1170 -11.6505 0.3990 2.3980
0.0080 -1.6322 4.2517 -10.0860 0.3988 2.3986 0.1322 -11.6568 0.3990 2.3980
0.0080 -1.6472 4.2635 -10.0923 0.3988 2.3986 0.1472 -11.6631 0.3990 2.3980
0.0080 -1.6622 4.2755 -10.0986 0.3988 2.3986 0.1622 -11.6694 0.3990 2.3980
0.0080 -1.6772 4.2876 -10.1050 0.3988 2.3986 0.1772 -11.6758 0.3990 2.3980
0.0080 -1.6920 4.2998 -10.1113 0.3988 2.3986 0.1920 -11.6821 0.3990 2.3980
0.0080 -1.7068 4.3120 -10.1176 0.3988 2.3986 0.2068 -11.6884 0.3990 2.3980
0.0080 -1.7214 4.3244 -10.1239 0.3988 2.3986 0.2214 -11.6947 0.3990 2.3980
0.0080 -1.7361 4.3368 -10.1302 0.3988 2.3986 0.2361 -11.7010 0.3990 2.3980
0.0080 -1.7506 4.3493 -10.1366 0.3988 2.3986 0.2506 -11.7073 0.3990 2.3980
0.0080 -1.7650 4.3620 -10.1429 0.3988 2.3986 0.2650 -11.7137 0.3990 2.3980
0.0080 -1.7794 4.3747 -10.1492 0.3988 2.3986 0.2794 -11.7200 0.3990 2.3980
0.0080 -1.7937 4.3875 -10.1555 0.3988 2.3986 0.2937 -11.7263 0.3990 2.3980
0.0080 -1.8079 4.4004 -10.1618 0.3988 2.3986 0.3079 -11.7326 0.3990 2.3980
0.0080 -1.8220 4.4134 -10.1681 0.3988 2.3986 0.3220 -11.7389 0.3990 2.3980
0.0080 -1.8361 4.4264 -10.1745 0.3988 2.3986 0.3361 -11.7453 0.3990 2.3980
0.0080 -1.8500 4.4396 -10.1808 0.3988 2.3986 0.3500 -11.7516 0.3990 2.3980
0.0080 -1.8639 4.4529 -10.1871 0.3988 2.3986 0.3639 -11.7579 0.3990 2.3980
0.0080 -1.8777 4.4662 -10.1934 0.3988 2.3986 0.3777 -11.7642 0.3990 2.3980
0.0080 -1.8914 4.4796 -10.1997 0.3988 2.3986 0.3914 -11.7705 0.3990 2.3980
0.0080 -1.9050 4.4931 -10.2060 0.3988 2.3986 0.4050 -11.7768 0.3990 2.3980
0.0080 -1.9186 4.5067 -10.2124 0.3988 2.3986 0.4186 -11.7832 0.3990 2.3980
0.0080 -1.9320 4.5204 -10.2187 0.3988 2.3986 0.4320 -11.7895 0.3990 2.3980
0.0080 -1.9454 4.5342 -10.2250 0.3988 2.3986 0.4454 -11.7958 0.3990 2.3980
0.0080 -1.9587 4.5480 -10.2313 0.3988 2.3986 0.4587 -11.8021 0.3990 2.3980
0.0080 -1.9719 4.5620 -10.2376 0.3988 2.3986 0.4719 -11.8084 0.3990 2.3980
0.0080 -1.9850 4.5760 -10.2440 0.3988 2.3986 0.4850 -11.8148 0.3990 2.3980
0.0080 -1.9980 4.5901 -10.2503 0.3988 2.3986 0.4980 -11.8211 0.3990 2.3980
0.0080 -2.0109 4.6043 -10.2566 0.3988 2.3986 0.5109 -11.8274 0.3990 2.3980
0.0080 -2.0237 4.6185 -10.2629 0.3988 2.3986 0.5237 -11.8337 0.3990 2.3980
0.0080 -2.0365 4.6329 -10.2692 0.3988 2.3986 0.5365 -11.8400 0.3990 2.3980
0.0080 -2.0491 4.6473 -10.2755 0.3988 2.3986 0.5491 -11.8463 0.3990 2.3980
0.0080 -2.0617 4.6618 -10.2819 0.3988 2.3986 0.5617 -11.8527 0.3990 2.3980
0.0080 -2.0742 4.6764 -10.2882 0.3988 2.3986 0.5742 -11.8590 0.3990 2.3980
0.0080 -2.0866 4.6911 -10.2945 0.3988 2.3986 0.5866 -11.8653 0.3990 2.3980
0.0080 -2.0988 4.7058 -10.3008 0.3988 2.3986 0.5988 -11.8716 0.3990 2.3980
0.0080 -2.1110 4.7206 -10.3071 0.3988 2.3986 0.6110 -11.8779 0.3990 2.3980
0.0080 -2.1231 4.7355 -10.3135 0.3988 2.3986 0.6231 -11.8842 0.3990 2.3980
0.0080 -2.1351 4.7505 -10.3198 0.3988 2.3986 0.6351 -11.8906 0.3990 2.3980
0.0080 -2.1470 4.7655 -10.3261 0.3988 2.3986 0.6470 -11.8969 0.3990 2.3980
0.0080 -2.1588 4.7807 -10.3324 0.3988 2.3986 0.6588 -11.9032 0.3990 2.3980
0.0080 -2.1706 4.7959 -10.3387 0.3988 2.3986 0.6706 -11.9095 0.3990 2.3980
0.0080 -2.1822 4.8111 -10.3450 0.3988 2.3986 0.6822 -11.9158 0.3990 2.3980
0.0080 -2.1937 4.8265 -10.3514 0.3988 2.3986 0.6937 -11.9222 0.3990 2.3980
0.0080 -2.2051 4.8419 -10.3577 0.3988 2.3986 0.7051 -11.9285 0.3990 2.3980
0.0080 -2.2165 4.8574 -10.3640 0.3988 2.3986 0.7165 -11.9348 0.3990 2.3980
0.0080 -2.2277 4.8729 -10.3703 0.3988 2.3986 0.7277 -11.9411 0.3990 2.3980
0.0080 -2.2388 4.8886 -10.3766 0.3988 2.3986 0.7388 -11.9474 0.3990 2.3980
0.0080 -2.2499 4.9043 -10.3829 0.3988 2.3986 0.7499 -11.9537 0.3990 2.3980
0.0080 -2.2608 4.9200 -10.3893 0.3988 2.3986 0.7608 -11.9601 0.3990 2.3980
0.0080 -2.2716 4.9359 -10.3956 0.3988 2.3986 0.7716 -11.9664 0.3990 2.3980
0.0080 -2.2824 4.9518 -10.4019 0.3988 2.3986 0.7824 -11.9727 0.3990 2.3980
0.0080 -2.2930 4.9677 -10.4082 0.3988 2.3986 0.7930 -11.9790 0.3990 2.3980
0.0090 -2.3048 4.9858 -10.4153 0.3988 2.3986 0.8048 -11.9861 0.3990 2.3980
0.0110 -2.3191 5.0080 -10.4240 0.3988 2.3986 0.8191 -11.9948 0.3990 2.3980
0.0110 -2.3332 5.0303 -10.4327 0.3988 2.3986 0.8332 -12.0035 0.3990 2.3980
0.0110 -2.3471 5.0527 -10.4414 0.3988 2.3986 0.8471 -12.0122 0.3990 2.3980
0.0110 -2.3608 5.0753 -10.4501 0.3988 2.3986 0.8608 -12.0209 0.3990 2.3980
0.0110 -2.3743 5.0980 -10.4588 0.3988 2.3986 0.8743 -12.0296 0.3990 2.3980
0.0120 -2.3887 5.1228 -10.4682 0.3988 2.3986 0.8887 -12.0390 0.3990 2.3980
0.0350 -2.4290 5.1965 -10.4959 0.3988 2.3986 0.9290 -12.0667 0.3990 2.3980
0.0070 -2.4369 5.2113 -10.5014 0.3988 2.3986 0.9369 -12.0722 0.3990 2.3980
0.0070 -2.4448 5.2261 -10.5069 0.3988 2.3986 0.9448 -12.0777 0.3990 2.3980
0.0070 -2.4526 5.2410 -10.5125 0.3988 2.3986 0.9526 -12.0833 0.3990 2.3980
0.0070 -2.4603 5.2559 -10.5180 0.3988 2.3986 0.9603 -12.0888 0.3990 2.3980
0.0070 -2.4680 5.2709 -10.5235 0.3988 2.3986 0.9680 -12.0943 0.3990 2.3980
0.0070 -2.4755 5.2859 -10.5290 0.3988 2.3986 0.9755 -12.0998 0.3990 2.3980
0.0100 -2.4861 5.3074 -10.5369 0.3988 2.3986 0.9861 -12.1077 0.3990 2.3980
0.0070 -2.4935 5.3225 -10.5425 0.3988 2.3986 0.9935 -12.1133 0.3990 2.3980
0.0070 -2.5008 5.3376 -10.5480 0.3988 2.3986 1.0008 -12.1188 0.3990 2.3980
0.0070 -2.5079 5.3528 -10.5535 0.3988 2.3986 1.0079 -12.1243 0.3990 2.3980
0.0070 -2.5150 5.3680 -10.5591 0.3988 2.3986 1.0150 -12.1298 0.3990 2.3980
0.0070 -2.5221 5.3833 -10.5646 0.3988 2.3986 1.0221 -12.1354 0.3990 2.3980
0.0070 -2.5290 5.3985 -10.5701 0.3988 2.3986 1.0290 -12.1409 0.3990 2.3980
0.0070 -2.5358 5.4139 -10.5756 0.3988 2.3986 1.0358 -12.1464 0.3990 2.3980
0.0070 -2.5426 5.4292 -10.5812 0.3988 2.3986 1.0426 -12.1520 0.3990 2.3980
0.0070 -2.5493 5.4447 -10.5867 0.3988 2.3986 1.0493 -12.1575 0.3990 2.3980
0.0070 -2.5559 5.4601 -10.5922 0.3988 2.3986 1.0559 -12.1630 0.3990 2.3980
0.0070 -2.5624 5.4756 -10.5978 0.3988 2.3986 1.0624 -12.1685 0.3990 2.3980
0.0070 -2.5688 5.4911 -10.6033 0.3988 2.3986 1.0688 -12.1741 0.3990 2.3980
0.0070 -2.5751 5.5066 -10.6088 0.3988 2.3986 1.0751 -12.1796 0.3990 2.3980
0.0070 -2.5814 5.5222 -10.6143 0.3988 2.3986 1.0814 -12.1851 0.3990 2.3980
0.0070 -2.5875 5.5378 -10.6199 0.3988 2.3986 1.0875 -12.1907 0.3990 2.3980
0.0070 -2.5936 5.5535 -10.6254 0.3988 2.3986 1.0936 -12.1962 0.3990 2.3980
0.0080 -2.6004 5.5714 -10.6317 0.3988 2.3986 1.1004 -12.2025 0.3990 2.3980
0.0080 -2.6071 5.5894 -10.6380 0.3988 2.3986 1.1071 -12.2088 0.3990 2.3980
0.0080 -2.6137 5.6074 -10.6443 0.3988 2.3986 1.1137 -12.2151 0.3990 2.3980
0.0080 -2.6202 5.6255 -10.6507 0.3988 2.3986 1.1202 -12.2215 0.3990 2.3980
0.0080 -2.6266 5.6436 -10.6570 0.3988 2.3986 1.1266 -12.2278 0.3990 2.3980
0.0080 -2.6329 5.6617 -10.6633 0.3988 2.3986 1.1329 -12.2341 0.3990 2.3980
0.0080 -2.6390 5.6799 -10.6696 0.3988 2.3986 1.1390 -12.2404 0.3990 2.3980
0.0080 -2.6450 5.6981 -10.6759 0.3988 2.3986 1.1450 -12.2467 0.3990 2.3980
0.0080 -2.6510 5.7164 -10.6823 0.3988 2.3986 1.1510 -12.2530 0.3990 2.3980
0.0080 -2.6568 5.7347 -10.6886 0.3988 2.3986 1.1568 -12.2594 0.3990 2.3980
0.0080 -2.6624 5.7530 -10.6949 0.3988 2.3986 1.1624 -12.2657 0.3990 2.3980
0.0080 -2.6680 5.7714 -10.7012 0.3988 2.3986 1.1680 -12.2720 0.3990 2.3980
0.0080 -2.6735 5.7897 -10.7075 0.3988 2.3986 1.1735 -12.2783 0.3990 2.3980
0.0080 -2.6788 5.8082 -10.7138 0.3988 2.3986 1.1788 -12.2846 0.3990 2.3980
0.0080 -2.6840 5.8266 -10.7202 0.3988 2.3986 1.1840 -12.2910 0.3990 2.3980
0.0080 -2.6891 5.8451 -10.7265 0.3988 2.3986 1.1891 -12.2973 0.3990 2.3980
0.0080 -2.6941 5.8637 -10.7328 0.3988 2.3986 1.1941 -12.3036 0.3990 2.3980
0.0080 -2.6990 5.8822 -10.7391 0.3988 2.3986 1.1990 -12.3099 0.3990 2.3980
0.0080 -2.7037 5.9008 -10.7454 0.3988 2.3986 1.2037 -12.3162 0.3990 2.3980
0.0080 -2.7083 5.9194 -10.7517 0.3988 2.3986 1.2083 -12.3225 0.3990 2.3980
0.0080 -2.7129 5.9381 -10.7581 0.3988 2.3986 1.2129 -12.3289 0.3990 2.3980
0.0080 -2.7173 5.9568 -10.7644 0.3988 2.3986 1.2173 -12.3352 0.3990 2.3980
0.0080 -2.7215 5.9755 -10.7707 0.3988 2.3986 1.2215 -12.3415 0.3990 2.3980
0.0080 -2.7257 5.9942 -10.7770 0.3988 2.3986 1.2257 -12.3478 0.3990 2.3980
0.0080 -2.7297 6.0130 -10.7833 0.3988 2.3986 1.2297 -12.3541 0.3990 2.3980
0.0080 -2.7337 6.0318 -10.7897 0.3988 2.3986 1.2337 -12.3604 0.3990 2.3980
0.0080 -2.7375 6.0506 -10.7960 0.3988 2.3986 1.2375 -12.3668 0.3990 2.3980
0.0080 -2.7412 6.0694 -10.8023 0.3988 2.3986 1.2412 -12.3731 0.3990 2.3980
0.0080 -2.7447 6.0883 -10.8086 0.3988 2.3986 1.2447 -12.3794 0.3990 2.3980
0.0080 -2.7482 6.1071 -10.8149 0.3988 2.3986 1.2482 -12.3857 0.3990 2.3980
0.0080 -2.7515 6.1260 -10.8212 0.3988 2.3986 1.2515 -12.3920 0.3990 2.3980
0.0080 -2.7547 6.1449 -10.8276 0.3988 2.3986 1.2547 -12.3984 0.3990 2.3980
0.0080 -2.7578 6.1639 -10.8339 0.3988 2.3986 1.2578 -12.4047 0.3990 2.3980
0.0080 -2.7608 6.1828 -10.8402 0.3988 2.3986 1.2608 -12.4110 0.3990 2.3980
0.0080 -2.7636 6.2018 -10.8465 0.3988 2.3986 1.2636 -12.4173 0.3990 2.3980
0.0080 -2.7663 6.2208 -10.8528 0.3988 2.3986 1.2663 -12.4236 0.3990 2.3980
0.0080 -2.7689 6.2398 -10.8591 0.3988 2.3986 1.2689 -12.4299 0.3990 2.3980
0.0080 -2.7714 6.2588 -10.8655 0.3988 2.3986 1.2714 -12.4363 0.3990 2.3980
0.0080 -2.7738 6.2779 -10.8718 0.3988 2.3986 1.2738 -12.4426 0.3990 2.3980
0.0080 -2.7761 6.2969 -10.8781 0.3988 2.3986 1.2761 -12.4489 0.3990 2.3980
0.0080 -2.7782 6.3160 -10.8844 0.3988 2.3986 1.2782 -12.4552 0.3990 2.3980
0.0080 -2.7802 6.3351 -10.8907 0.3988 2.3986 1.2802 -12.4615 0.3990 2.3980
0.0080 -2.7821 6.3542 -10.8971 0.3988 2.3986 1.2821 -12.4679 0.3990 2.3980
0.0080 -2.7838 6.3733 -10.9034 0.3988 2.3986 1.2838 -12.4742 0.3990 2.3980
0.0080 -2.7855 6.3924 -10.9097 0.3988 2.3986 1.2855 -12.4805 0.3990 2.3980
0.0080 -2.7870 6.4116 -10.9160 0.3988 2.3986 1.2870 -12.4868 0.3990 2.3980
0.0080 -2.7884 6.4307 -10.9223 0.3988 2.3986 1.2884 -12.4931 0.3990 2.3980
0.0080 -2.7897 6.4498 -10.9286 0.3988 2.3986 1.2897 -12.4994 0.3990 2.3980
0.0080 -2.7909 6.4690 -10.9350 0.3988 2.3986 1.2909 -12.5058 0.3990 2.3980
0.0080 -2.7919 6.4881 -10.9413 0.3988 2.3986 1.2919 -12.5121 0.3990 2.3980
0.0080 -2.7928 6.5073 -10.9476 0.3988 2.3986 1.2928 -12.5184 0.3990 2.3980
0.0080 -2.7936 6.5265 -10.9539 0.3988 2.3986 1.2936 -12.5247 0.3990 2.3980
0.0080 -2.7943 6.5457 -10.9602 0.3988 2.3986 1.2943 -12.5310 0.3990 2.3980
0.0080 -2.7949 6.5648 -10.9666 0.3988 2.3986 1.2949 -12.5373 0.3990 2.3980
0.0080 -2.7953 6.5840 -10.9729 0.3988 2.3986 1.2953 -12.5437 0.3990 2.3980
0.0080 -2.7956 6.6032 -10.9792 0.3988 2.3986 1.2956 -12.5500 0.3990 2.3980
0.0080 -2.7958 6.6224 -10.9855 0.3988 2.3986 1.2958 -12.5563 0.3990 2.3980
0.0080 -2.7959 6.6416 -10.9918 0.3988 2.3986 1.2959 -12.5626 0.3990 2.3980
0.0080 -2.7958 6.6608 -10.9981 0.3988 2.3986 1.2958 -12.5689 0.3990 2.3980
0.0080 -2.7957 6.6800 -11.0045 0.3988 2.3986 1.2957 -12.5753 0.3990 2.3980
0.0090 -2.7953 6.7016 -11.0116 0.3988 2.3986 1.2953 -12.5824 0.3990 2.3980
0.0080 -2.7949 6.7207 -11.0179 0.3988 2.3986 1.2949 -12.5887 0.3990 2.3980
0.0080 -2.7943 6.7399 -11.0242 0.3988 2.3986 1.2943 -12.5950 0.3990 2.3980
0.0080 -2.7937 6.7591 -11.0305 0.3988 2.3986 1.2937 -12.6013 0.3990 2.3980
0.0080 -2.7929 6.7783 -11.0368 0.3988 2.3986 1.2929 -12.6076 0.3990 2.3980
0.0080 -2.7920 6.7974 -11.0432 0.3988 2.3986 1.2920 -12.6139 0.3990 2.3980
0.0080 -2.7909 6.8166 -11.0495 0.3988 2.3986 1.2909 -12.6203 0.3990 2.3980
0.0080 -2.7898 6.8358 -11.0558 0.3988 2.3986 1.2898 -12.6266 0.3990 2.3980
0.0080 -2.7885 6.8549 -11.0621 0.3988 2.3986 1.2885 -12.6329 0.3990 2.3980
0.0080 -2.7871 6.8740 -11.0684 0.3988 2.3986 1.2871 -12.6392 0.3990 2.3980
0.0080 -2.7856 6.8932 -11.0747 0.3988 2.3986 1.2856 -12.6455 0.3990 2.3980
0.0080 -2.7839 6.9123 -11.0811 0.3988 2.3986 1.2839 -12.6519 0.3990 2.3980
0.0080 -2.7822 6.9314 -11.0874 0.3988 2.3986 1.2822 -12.6582 0.3990 2.3980
0.0080 -2.7803 6.9505 -11.0937 0.3988 2.3986 1.2803 -12.6645 0.3990 2.3980
