dt x z theta new_xc de new_d_theta phi_t v_m phi_m phi_d
newcycle
0.0270 0.0002 0.4376 1.5698 -0.7176 -0.1215 0.0209 0.0133 1.0420 0.0160 0.0000
0.0240 0.0002 0.4626 1.5695 -0.7171 -0.1226 0.0206 0.0118 1.0420 0.0170 0.0000
0.0240 0.0002 0.4877 1.5691 -0.7166 -0.1236 0.0202 0.0104 1.0420 0.0170 0.0000
newcycle
0.0340 0.0001 0.2751 1.5688 -0.7186 -0.1401 0.0170 -0.0053 1.0420 0.0170 0.0000
0.0240 0.0002 0.3001 1.5685 -0.7182 -0.1416 0.0167 -0.0073 1.0420 0.0160 0.0000
0.0230 0.0003 0.3241 1.5684 -0.7178 -0.1427 0.0165 -0.0086 1.0420 0.0090 0.0000
0.0260 0.0003 0.3512 1.5683 -0.7174 -0.1431 0.0165 -0.0093 1.0420 0.0010 0.0000
0.0230 0.0004 0.3751 1.5684 -0.7170 -0.1427 0.0166 -0.0092 1.0420 -0.0050 0.0000
0.0310 0.0004 0.4074 1.5686 -0.7164 -0.1419 0.0168 -0.0086 1.0420 -0.0080 0.0000
0.0230 0.0005 0.4314 1.5688 -0.7160 -0.1404 0.0169 -0.0075 1.0420 -0.0090 0.0000
0.0250 0.0005 0.4574 1.5690 -0.7156 -0.1392 0.0171 -0.0066 1.0420 -0.0100 0.0000
0.0300 0.0006 0.4887 1.5693 -0.7150 -0.1378 0.0174 -0.0054 1.0420 -0.0110 0.0000
0.0230 0.0006 0.5127 1.5695 -0.7146 -0.1361 0.0176 -0.0039 1.0420 -0.0100 0.0000
0.0240 0.0007 0.5377 1.5696 -0.7142 -0.1348 0.0178 -0.0029 1.0420 -0.0090 0.0000
0.0240 0.0007 0.5627 1.5698 -0.7137 -0.1335 0.0179 -0.0019 1.0420 -0.0080 0.0000
newcycle
0.0270 0.0001 0.3543 1.5716 -0.7176 -0.1244 0.0208 0.0103 1.0420 -0.0070 0.0000
0.0480 0.0000 0.4043 1.5718 -0.7166 -0.1231 0.0211 0.0113 1.0420 -0.0070 0.0000
0.0350 -0.0000 0.4408 1.5718 -0.7158 -0.1208 0.0210 0.0130 1.0420 0.0020 0.0000
0.0230 -0.0000 0.4647 1.5717 -0.7153 -0.1203 0.0209 0.0130 1.0420 0.0070 0.0000
0.0270 -0.0001 0.4929 1.5714 -0.7147 -0.1204 0.0206 0.0126 1.0420 0.0120 0.0000
0.0230 -0.0001 0.5168 1.5711 -0.7142 -0.1211 0.0203 0.0115 1.0420 0.0140 0.0000
0.0260 -0.0001 0.5439 1.5708 -0.7137 -0.1218 0.0200 0.0104 1.0420 0.0150 0.0000
0.0230 -0.0001 0.5679 1.5705 -0.7132 -0.1227 0.0197 0.0091 1.0420 0.0150 0.0000
0.0240 -0.0000 0.5929 1.5702 -0.7127 -0.1235 0.0194 0.0079 1.0420 0.0150 0.0000
newcycle
0.0260 0.0001 0.2918 1.5692 -0.7167 -0.1397 0.0168 -0.0064 1.0420 0.0140 0.0000
0.0290 0.0001 0.3220 1.5688 -0.7162 -0.1407 0.0164 -0.0076 1.0420 0.0140 0.0000
0.0240 0.0002 0.3470 1.5687 -0.7158 -0.1417 0.0163 -0.0090 1.0420 0.0070 0.0000
0.0230 0.0002 0.3710 1.5687 -0.7154 -0.1419 0.0163 -0.0095 1.0420 0.0010 0.0000
0.0240 0.0003 0.3960 1.5687 -0.7150 -0.1416 0.0163 -0.0094 1.0420 -0.0010 0.0000
0.0240 0.0004 0.4210 1.5688 -0.7146 -0.1411 0.0164 -0.0092 1.0420 -0.0050 0.0000
0.0240 0.0004 0.4460 1.5689 -0.7142 -0.1402 0.0165 -0.0086 1.0420 -0.0070 0.0000
0.0230 0.0004 0.4699 1.5691 -0.7138 -0.1392 0.0167 -0.0078 1.0420 -0.0090 0.0000
0.0240 0.0005 0.4949 1.5693 -0.7133 -0.1380 0.0169 -0.0068 1.0420 -0.0100 0.0000
0.0240 0.0005 0.5200 1.5695 -0.7129 -0.1367 0.0171 -0.0058 1.0420 -0.0100 0.0000
0.0240 0.0005 0.5450 1.5697 -0.7125 -0.1354 0.0173 -0.0047 1.0420 -0.0100 0.0000
0.0230 0.0006 0.5689 1.5699 -0.7121 -0.1340 0.0175 -0.0036 1.0420 -0.0090 0.0000
0.0240 0.0006 0.5939 1.5700 -0.7116 -0.1328 0.0176 -0.0026 1.0420 -0.0080 0.0000
0.0240 0.0006 0.6189 1.5702 -0.7112 -0.1317 0.0178 -0.0017 1.0420 -0.0070 0.0000
0.0250 0.0006 0.6450 1.5703 -0.7107 -0.1306 0.0179 -0.0009 1.0420 -0.0060 0.0000
newcycle
0.0280 -0.0000 0.4053 1.5718 -0.7180 -0.1150 0.0229 0.0206 1.0420 -0.0050 0.0000
0.0280 -0.0000 0.4345 1.5720 -0.7173 -0.1138 0.0230 0.0214 1.0420 -0.0050 0.0000
0.0250 -0.0001 0.4606 1.5719 -0.7167 -0.1126 0.0229 0.0222 1.0420 0.0030 0.0000
0.0340 -0.0001 0.4960 1.5716 -0.7159 -0.1123 0.0227 0.0222 1.0420 0.0090 0.0000
0.0270 -0.0001 0.5241 1.5713 -0.7153 -0.1126 0.0224 0.0213 1.0420 0.0140 0.0000
0.0280 -0.0001 0.5533 1.5709 -0.7146 -0.1134 0.0220 0.0200 1.0420 0.0180 0.0000
0.0280 -0.0001 0.5825 1.5705 -0.7140 -0.1147 0.0215 0.0182 1.0420 0.0200 0.0000
0.0250 -0.0001 0.6085 1.5700 -0.7135 -0.1161 0.0211 0.0162 1.0420 0.0210 0.0000
0.0270 -0.0001 0.6367 1.5696 -0.7129 -0.1176 0.0206 0.0144 1.0420 0.0220 0.0000
0.0290 0.0000 0.6669 1.5690 -0.7123 -0.1192 0.0201 0.0122 1.0420 0.0220 0.0000
newcycle
0.0340 0.0003 0.3105 1.5677 -0.7159 -0.1432 0.0156 -0.0104 1.0420 0.0200 0.0000
0.0250 0.0004 0.3366 1.5674 -0.7155 -0.1452 0.0154 -0.0128 1.0420 0.0120 0.0000
0.0330 0.0005 0.3710 1.5673 -0.7150 -0.1459 0.0152 -0.0138 1.0420 0.0050 0.0000
0.0300 0.0006 0.4022 1.5673 -0.7145 -0.1460 0.0153 -0.0143 1.0420 -0.0010 0.0000
0.0240 0.0007 0.4272 1.5675 -0.7141 -0.1455 0.0154 -0.0140 1.0420 -0.0090 0.0000
0.0240 0.0008 0.4522 1.5677 -0.7137 -0.1443 0.0157 -0.0130 1.0420 -0.0120 0.0000
0.0240 0.0008 0.4772 1.5680 -0.7133 -0.1428 0.0160 -0.0118 1.0420 -0.0150 0.0000
0.0230 0.0009 0.5012 1.5683 -0.7129 -0.1410 0.0163 -0.0102 1.0420 -0.0160 0.0000
newcycle
0.0470 0.0002 0.2751 1.5712 -0.6998 -0.1141 0.0197 0.0094 1.0420 -0.0160 0.0000
0.0240 0.0001 0.3001 1.5715 -0.6993 -0.1103 0.0200 0.0128 1.0420 -0.0160 0.0000
0.0250 0.0001 0.3261 1.5717 -0.6987 -0.1084 0.0202 0.0146 1.0420 -0.0080 0.0000
0.0270 0.0001 0.3543 1.5719 -0.6982 -0.1071 0.0203 0.0156 1.0420 -0.0080 0.0000
0.0230 0.0001 0.3782 1.5719 -0.6977 -0.1057 0.0203 0.0167 1.0420 0.0000 0.0000
0.0240 0.0000 0.4033 1.5717 -0.6972 -0.1052 0.0202 0.0169 1.0420 0.0060 0.0000
0.0250 0.0000 0.4293 1.5715 -0.6966 -0.1053 0.0200 0.0165 1.0420 0.0100 0.0000
0.0310 -0.0000 0.4616 1.5712 -0.6960 -0.1057 0.0197 0.0157 1.0420 0.0130 0.0000
newcycle
0.0500 -0.0002 0.2949 1.5708 -0.7092 -0.1426 0.0143 -0.0141 1.0420 0.0150 0.0000
0.0240 -0.0002 0.3199 1.5705 -0.7088 -0.1447 0.0140 -0.0168 1.0420 0.0150 0.0000
0.0240 -0.0002 0.3449 1.5705 -0.7085 -0.1457 0.0140 -0.0180 1.0420 -0.0030 0.0000
0.0260 -0.0002 0.3720 1.5706 -0.7081 -0.1451 0.0142 -0.0176 1.0420 -0.0060 0.0000
0.0260 -0.0002 0.3991 1.5709 -0.7077 -0.1441 0.0144 -0.0169 1.0420 -0.0110 0.0000
0.0250 -0.0002 0.4251 1.5711 -0.7073 -0.1426 0.0146 -0.0156 1.0420 -0.0110 0.0000
0.0250 -0.0002 0.4512 1.5715 -0.7069 -0.1412 0.0150 -0.0144 1.0420 -0.0180 0.0000
0.0360 -0.0003 0.4887 1.5721 -0.7063 -0.1392 0.0156 -0.0126 1.0420 -0.0200 0.0000
newcycle
0.0580 -0.0000 0.2991 1.5725 -0.7090 -0.1174 0.0213 0.0124 1.0420 -0.0190 0.0000
0.0300 -0.0001 0.3303 1.5726 -0.7083 -0.1120 0.0215 0.0173 1.0420 -0.0070 0.0000
0.0290 -0.0001 0.3605 1.5727 -0.7076 -0.1105 0.0215 0.0184 1.0420 -0.0010 0.0000
0.0250 -0.0002 0.3866 1.5725 -0.7071 -0.1098 0.0213 0.0187 1.0420 0.0080 0.0000
0.0270 -0.0002 0.4147 1.5722 -0.7065 -0.1100 0.0211 0.0182 1.0420 0.0120 0.0000
0.0240 -0.0003 0.4397 1.5719 -0.7060 -0.1106 0.0207 0.0171 1.0420 0.0190 0.0000
newcycle
0.0530 -0.0002 0.2699 1.5703 -0.7116 -0.1312 0.0171 -0.0006 1.0420 0.0190 0.0000
0.0240 -0.0001 0.2949 1.5700 -0.7111 -0.1340 0.0168 -0.0042 1.0420 0.0140 0.0000
0.0230 -0.0001 0.3189 1.5699 -0.7107 -0.1348 0.0167 -0.0053 1.0420 0.0090 0.0000
0.0260 -0.0001 0.3459 1.5698 -0.7103 -0.1352 0.0166 -0.0060 1.0420 0.0050 0.0000
0.0270 -0.0001 0.3741 1.5697 -0.7098 -0.1353 0.0165 -0.0063 1.0420 0.0010 0.0000
0.0250 -0.0000 0.4001 1.5698 -0.7094 -0.1349 0.0166 -0.0062 1.0420 -0.0020 0.0000
0.0240 -0.0000 0.4251 1.5698 -0.7090 -0.1343 0.0166 -0.0059 1.0420 -0.0020 0.0000
0.0260 0.0000 0.4522 1.5699 -0.7085 -0.1337 0.0167 -0.0056 1.0420 -0.0060 0.0000
0.0330 0.0000 0.4866 1.5701 -0.7079 -0.1326 0.0169 -0.0048 1.0420 -0.0070 0.0000
newcycle
0.0460 0.0003 0.3074 1.5701 -0.7056 -0.1217 0.0189 0.0053 1.0420 -0.0070 0.0000
0.0230 0.0003 0.3314 1.5702 -0.7051 -0.1196 0.0190 0.0069 1.0420 -0.0060 0.0000
0.0280 0.0003 0.3605 1.5704 -0.7046 -0.1186 0.0192 0.0076 1.0420 -0.0050 0.0000
0.0270 0.0003 0.3887 1.5704 -0.7040 -0.1176 0.0192 0.0084 1.0420 -0.0030 0.0000
0.0240 0.0003 0.4137 1.5704 -0.7035 -0.1167 0.0192 0.0089 1.0420 -0.0010 0.0000
0.0240 0.0003 0.4387 1.5705 -0.7031 -0.1161 0.0193 0.0092 1.0420 -0.0010 0.0000
0.0240 0.0004 0.4637 1.5703 -0.7026 -0.1156 0.0191 0.0095 1.0420 0.0060 0.0000
0.0260 0.0004 0.4908 1.5702 -0.7021 -0.1156 0.0190 0.0091 1.0420 0.0070 0.0000
newcycle
0.0400 -0.0001 0.2740 1.5709 -0.7116 -0.1432 0.0150 -0.0132 1.0420 0.0080 0.0000
0.0260 -0.0001 0.3011 1.5707 -0.7112 -0.1438 0.0148 -0.0142 1.0420 0.0070 0.0000
0.0240 -0.0001 0.3261 1.5706 -0.7109 -0.1441 0.0148 -0.0147 1.0420 0.0040 0.0000
0.0250 -0.0001 0.3522 1.5706 -0.7105 -0.1440 0.0148 -0.0150 1.0420 0.0010 0.0000
0.0250 -0.0001 0.3782 1.5706 -0.7101 -0.1438 0.0148 -0.0149 1.0420 -0.0010 0.0000
0.0240 -0.0001 0.4033 1.5708 -0.7097 -0.1433 0.0149 -0.0147 1.0420 -0.0060 0.0000
0.0260 -0.0001 0.4303 1.5709 -0.7093 -0.1424 0.0150 -0.0140 1.0420 -0.0070 0.0000
0.0240 -0.0001 0.4554 1.5710 -0.7089 -0.1413 0.0152 -0.0132 1.0420 -0.0070 0.0000
0.0280 -0.0001 0.4845 1.5713 -0.7085 -0.1403 0.0155 -0.0124 1.0420 -0.0130 0.0000
newcycle
0.0500 0.0000 0.3136 1.5716 -0.7198 -0.1479 0.0166 -0.0123 1.0420 -0.0140 0.0000
0.0250 0.0000 0.3397 1.5719 -0.7193 -0.1444 0.0169 -0.0093 1.0420 -0.0140 0.0000
0.0410 -0.0001 0.3824 1.5724 -0.7186 -0.1426 0.0174 -0.0078 1.0420 -0.0130 0.0000
0.0230 -0.0001 0.4064 1.5726 -0.7182 -0.1399 0.0176 -0.0055 1.0420 -0.0120 0.0000
0.0240 -0.0002 0.4314 1.5728 -0.7177 -0.1384 0.0178 -0.0043 1.0420 -0.0110 0.0000
0.0240 -0.0002 0.4564 1.5730 -0.7173 -0.1370 0.0180 -0.0031 1.0420 -0.0110 0.0000
0.0260 -0.0003 0.4835 1.5732 -0.7168 -0.1355 0.0182 -0.0019 1.0420 -0.0080 0.0000
newcycle
0.0280 -0.0003 0.2522 1.5730 -0.7187 -0.1309 0.0196 0.0043 1.0420 -0.0060 0.0000
0.0340 -0.0004 0.2876 1.5731 -0.7180 -0.1297 0.0197 0.0052 1.0420 -0.0050 0.0000
0.0250 -0.0005 0.3136 1.5731 -0.7175 -0.1283 0.0198 0.0061 1.0420 -0.0020 0.0000
0.0230 -0.0005 0.3376 1.5732 -0.7170 -0.1276 0.0198 0.0065 1.0420 -0.0020 0.0000
0.0240 -0.0006 0.3626 1.5731 -0.7165 -0.1270 0.0198 0.0068 1.0420 0.0020 0.0000
0.0360 -0.0007 0.4001 1.5731 -0.7158 -0.1267 0.0197 0.0068 1.0420 0.0030 0.0000
0.0280 -0.0007 0.4293 1.5729 -0.7152 -0.1263 0.0196 0.0067 1.0420 0.0050 0.0000
0.0250 -0.0008 0.4554 1.5728 -0.7147 -0.1263 0.0195 0.0064 1.0420 0.0060 0.0000
0.0240 -0.0008 0.4804 1.5727 -0.7142 -0.1263 0.0193 0.0060 1.0420 0.0070 0.0000
0.0240 -0.0009 0.5054 1.5725 -0.7138 -0.1265 0.0192 0.0055 1.0420 0.0070 0.0000
0.0320 -0.0009 0.5387 1.5724 -0.7131 -0.1266 0.0190 0.0050 1.0420 0.0070 0.0000
newcycle
0.0440 0.0000 0.3491 1.5701 -0.7094 -0.1318 0.0170 -0.0028 1.0420 0.0070 0.0000
0.0240 0.0000 0.3741 1.5699 -0.7090 -0.1322 0.0169 -0.0037 1.0420 0.0060 0.0000
0.0250 0.0001 0.4001 1.5699 -0.7086 -0.1323 0.0168 -0.0041 1.0420 0.0040 0.0000
0.0260 0.0001 0.4272 1.5698 -0.7081 -0.1322 0.0168 -0.0043 1.0420 0.0020 0.0000
0.0250 0.0001 0.4533 1.5698 -0.7077 -0.1320 0.0168 -0.0043 1.0420 0.0020 0.0000
0.0250 0.0001 0.4793 1.5698 -0.7072 -0.1317 0.0168 -0.0044 1.0420 -0.0010 0.0000
0.0240 0.0002 0.5043 1.5698 -0.7068 -0.1312 0.0168 -0.0041 1.0420 -0.0020 0.0000
0.0270 0.0002 0.5325 1.5699 -0.7064 -0.1306 0.0169 -0.0038 1.0420 -0.0030 0.0000
0.0260 0.0002 0.5596 1.5700 -0.7059 -0.1298 0.0169 -0.0033 1.0420 -0.0030 0.0000
newcycle
0.0620 0.0001 0.3220 1.5705 -0.6986 -0.1138 0.0191 0.0092 1.0420 -0.0030 0.0000
0.0410 0.0001 0.3647 1.5705 -0.6978 -0.1119 0.0190 0.0104 1.0420 0.0020 0.0000
0.0230 0.0002 0.3887 1.5704 -0.6973 -0.1114 0.0190 0.0104 1.0420 0.0020 0.0000
0.0260 0.0002 0.4158 1.5702 -0.6968 -0.1111 0.0188 0.0104 1.0420 0.0090 0.0000
0.0240 0.0002 0.4408 1.5700 -0.6963 -0.1115 0.0186 0.0096 1.0420 0.0110 0.0000
0.0230 0.0002 0.4647 1.5698 -0.6959 -0.1120 0.0184 0.0088 1.0420 0.0120 0.0000
newcycle
0.0840 0.0002 0.3230 1.5691 -0.6892 -0.1119 0.0165 0.0050 1.0420 0.0120 0.0000
0.0300 0.0002 0.3543 1.5689 -0.6887 -0.1142 0.0163 0.0016 1.0420 0.0100 0.0000
0.0260 0.0003 0.3814 1.5687 -0.6883 -0.1148 0.0162 0.0006 1.0420 0.0070 0.0000
0.0240 0.0004 0.4064 1.5686 -0.6879 -0.1151 0.0161 0.0000 1.0420 0.0050 0.0000
0.0230 0.0004 0.4303 1.5686 -0.6875 -0.1151 0.0160 -0.0003 1.0420 0.0020 0.0000
0.0240 0.0005 0.4554 1.5686 -0.6871 -0.1149 0.0160 -0.0003 1.0420 0.0010 0.0000
0.0240 0.0005 0.4804 1.5686 -0.6867 -0.1146 0.0160 -0.0003 1.0420 0.0000 0.0000
0.0230 0.0006 0.5043 1.5686 -0.6863 -0.1142 0.0160 -0.0001 1.0420 -0.0000 0.0000
0.0260 0.0006 0.5314 1.5686 -0.6859 -0.1138 0.0160 0.0000 1.0420 -0.0000 0.0000
newcycle
0.0440 0.0003 0.3209 1.5697 -0.7019 -0.1105 0.0203 0.0147 1.0420 -0.0010 0.0000
0.0250 0.0003 0.3470 1.5696 -0.7014 -0.1096 0.0202 0.0151 1.0420 0.0030 0.0000
0.0240 0.0004 0.3720 1.5695 -0.7009 -0.1094 0.0201 0.0149 1.0420 0.0070 0.0000
0.0240 0.0004 0.3970 1.5693 -0.7004 -0.1096 0.0199 0.0144 1.0420 0.0100 0.0000
0.0290 0.0004 0.4272 1.5691 -0.6998 -0.1101 0.0196 0.0135 1.0420 0.0100 0.0000
0.0240 0.0005 0.4522 1.5689 -0.6993 -0.1107 0.0194 0.0125 1.0420 0.0100 0.0000
0.0270 0.0006 0.4804 1.5686 -0.6988 -0.1112 0.0191 0.0117 1.0420 0.0140 0.0000
0.0380 0.0007 0.5200 1.5681 -0.6980 -0.1121 0.0186 0.0103 1.0420 0.0140 0.0000
newcycle
0.0450 0.0002 0.2803 1.5688 -0.7037 -0.1372 0.0143 -0.0131 1.0420 0.0130 -0.0008
0.0260 0.0003 0.3074 1.5686 -0.7033 -0.1388 0.0142 -0.0153 1.0420 0.0070 -0.0008
0.0240 0.0003 0.3324 1.5685 -0.7029 -0.1392 0.0140 -0.0159 1.0420 0.0070 -0.0008
0.0270 0.0004 0.3605 1.5686 -0.7025 -0.1396 0.0141 -0.0165 1.0420 -0.0060 -0.0008
0.0260 0.0004 0.3876 1.5688 -0.7021 -0.1386 0.0143 -0.0158 1.0420 -0.0090 -0.0008
0.0250 0.0005 0.4137 1.5691 -0.7018 -0.1375 0.0145 -0.0149 1.0420 -0.0120 -0.0008
0.0240 0.0005 0.4387 1.5693 -0.7014 -0.1360 0.0148 -0.0136 1.0420 -0.0140 -0.0008
0.0260 0.0006 0.4658 1.5697 -0.7010 -0.1345 0.0151 -0.0123 1.0420 -0.0150 -0.0008
0.0240 0.0006 0.4908 1.5700 -0.7006 -0.1327 0.0154 -0.0107 1.0420 -0.0160 -0.0008
newcycle
0.0280 0.0000 0.3043 1.5720 -0.7044 -0.1209 0.0188 0.0042 1.0420 -0.0160 -0.0008
0.0410 -0.0000 0.3470 1.5725 -0.7035 -0.1188 0.0193 0.0061 1.0420 -0.0140 -0.0008
0.0240 -0.0001 0.3720 1.5727 -0.7031 -0.1159 0.0195 0.0086 1.0420 -0.0090 -0.0008
0.0230 -0.0001 0.3960 1.5727 -0.7026 -0.1146 0.0195 0.0096 1.0420 -0.0020 -0.0008
0.0300 -0.0002 0.4272 1.5727 -0.7020 -0.1141 0.0194 0.0099 1.0420 0.0010 -0.0008
0.0260 -0.0002 0.4543 1.5726 -0.7015 -0.1136 0.0194 0.0100 1.0420 0.0040 -0.0008
0.0240 -0.0003 0.4793 1.5725 -0.7010 -0.1135 0.0192 0.0097 1.0420 0.0060 -0.0008
0.0250 -0.0003 0.5054 1.5723 -0.7005 -0.1137 0.0190 0.0093 1.0420 0.0080 -0.0008
0.0250 -0.0004 0.5314 1.5721 -0.7000 -0.1140 0.0189 0.0086 1.0420 0.0090 -0.0008
0.0250 -0.0004 0.5575 1.5719 -0.6995 -0.1144 0.0186 0.0078 1.0420 0.0100 -0.0008
newcycle
0.0260 -0.0002 0.2907 1.5708 -0.7025 -0.1529 0.0109 -0.0299 1.0420 0.0100 -0.0006
